2195087	2019-01-13	SC	4.55	6088743
2201521	2019-01-16	GU	4.56	9467240
2222699	2019-01-10	BY	4.15	5202798
2209746	2019-01-18	PN	1.79	6539790
2219015	2019-01-18	BL	2.63	4430567
2164169	2019-01-18	KW	2.79	2044878
2213328	2019-01-30	MF	5.01	1019173
2220156	2019-01-16	SY	3.83	6456023
2212635	2019-01-28	BA	1.77	5003310
2190911	2019-01-31	BZ	3.94	2349656
2213060	2019-01-29	LR	2.52	3093976
2227558	2019-01-11	ST	3.91	5826088
2219426	2019-01-03	MT	3.75	5061884
2170268	2019-01-06	CO	2.25	1648297
2184247	2019-01-03	UA	5.0	7564858
2212668	2019-01-23	LV	0.96	4610478
2218985	2019-01-22	MR	3.96	5617271
2222827	2019-01-16	NU	3.81	6995632
2218945	2019-01-11	MX	1.4	6624905
2219652	2019-01-07	EC	3.56	3860209
2227163	2019-01-14	ST	3.78	9962354
2194585	2019-01-22	BD	3.43	7563404
2221435	2019-01-12	TC	2.38	4532887
2216259	2019-01-26	AZ	2.86	5360732
2227132	2019-01-08	BD	3.39	4025232
2217456	2019-01-17	KN	2.1	3842473
2215879	2019-01-22	CW	4.96	6743051
2223179	2019-01-09	BR	3.3	3932984
2227116	2019-01-16	PF	2.64	9532894
2217497	2019-01-10	NO	1.49	5209951
2216805	2019-01-18	PH	2.71	5712437
2205266	2019-01-08	SD	4.2	5829789
2218736	2019-01-12	MS	3.73	7509848
2189831	2019-01-14	SZ	2.21	5016733
2227608	2019-01-21	KE	1.33	7952585
2221822	2019-01-13	TO	3.6	1784832
2221864	2019-01-15	BA	2.51	9851208
2194421	2019-01-16	US	3.43	1652804
2219374	2019-01-11	GF	2.68	2400344
2082227	2019-01-24	BV	4.4	8004237
2216621	2019-01-01	CY	3.24	4330552
2221962	2019-01-10	FK	3.4	8979335
2214749	2019-01-30	IE	3.22	8599712
1790239	2019-01-26	BQ	3.72	9738673
2227262	2019-01-21	NL	0.95	5670941
2216127	2019-01-01	AS	4.87	1704719
2218671	2019-01-24	ZA	4.0	8695111
2218043	2019-01-14	HM	3.78	7301168
2211405	2019-01-10	AF	2.15	6662496
2194587	2019-01-12	PT	1.91	3506785
2186063	2019-01-10	GW	2.6	5922552
2223332	2019-01-16	RE	1.85	2188881
2191697	2019-01-13	TC	2.5	2667660
2222584	2019-01-30	KY	2.72	6765517
2219980	2019-01-16	BQ	3.6	6065093
2133949	2019-01-24	PG	3.35	2458305
2223004	2019-01-26	BG	2.33	7456072
2223017	2019-01-04	ID	3.14	9197663
2213374	2019-01-19	PS	3.53	7179576
