2200763	2019-01-07	LV	3.52	
2223719	2019-01-06	AQ	3.2	
2214169	2019-01-28	MT	5.79	
2227771	2019-01-03	CZ	2.45	
2227382	2019-01-17	AZ	2.24	
2219014	2019-01-23	DZ	1.7	
2192232	2019-01-13	ST	0.64	
2218261	2019-01-04	MY	4.37	
2227129	2019-01-10	CX	3.31	
2219663	2019-01-03	SN	4.04	
2217140	2019-01-17	GL	1.78	
2196257	2019-01-01	NG	1.93	
2218534	2019-01-07	AF	3.11	
2227626	2019-01-30	AM	3.19	
2221110	2019-01-22	LS	3.78	
2216826	2019-01-15	AD	2.72	
2207473	2019-01-23	GG	2.85	
2227994	2019-01-09	MT	3.68	
2227716	2019-01-01	GN	4.39	
2191190	2019-01-09	MM	3.92	
2227699	2019-01-07	CR	2.31	
2213060	2019-01-04	EE	2.12	
2216386	2019-01-13	MP	2.85	
2213395	2019-01-08	BA	3.13	
2227593	2019-01-03	MZ	3.66	
2218591	2019-01-13	LY	2.58	
2202230	2019-01-27	CX	3.84	
2202229	2019-01-17	BW	3.32	
2219447	2019-01-19	SX	2.56	
2222591	2019-01-04	PL	2.19	
2228112	2019-01-14	CD	1.8	
2221928	2019-01-20	AT	2.6	
2218613	2019-01-14	KH	3.16	
2222852	2019-01-11	AU	3.39	
2223433	2019-01-11	CZ	2.43	
2209017	2019-01-20	DZ	3.94	
2222081	2019-01-16	DJ	4.27	
2076481	2019-01-15	SL	3.93	
2221081	2019-01-20	GG	2.13	
2199515	2019-01-29	LR	3.0	
2223484	2019-01-23	UA	2.18	
2227118	2019-01-21	IM	2.84	
2213747	2019-01-18	AW	1.85	
2212695	2019-01-10	KE	1.68	
2215366	2019-01-23	AO	3.83	
2227052	2019-01-08	CI	2.24	
2219620	2019-01-12	KZ	3.23	
2217980	2019-01-14	TL	3.19	
2228155	2019-01-17	KI	2.09	
2218617	2019-01-02	BT	2.36	
2218620	2019-01-03	UG	3.08	
1790249	2019-01-04	SA	2.48	
2213673	2019-01-16	UA	3.21	
2218852	2019-01-07	AR	2.39	
2214306	2019-01-28	ML	2.5	
2185515	2019-01-16	BS	3.47	
2197553	2019-01-19	YT	2.86	
2223679	2019-01-03	IS	1.83	
2214864	2019-01-05	QA	2.74	
2227880	2019-01-08	HK	2.73	
2221936	2019-01-04	RW	3.28	
2220320	2019-01-03	TK	2.28	
2216983	2019-01-22	AM	4.29	
2222254	2019-01-18	ER	2.51	
2215959	2019-01-05	LU	2.57	
2218589	2019-01-20	DK	4.2	
2227173	2019-01-23	CU	4.05	
2208300	2019-01-04	TC	2.89	
2227582	2019-01-26	SM	3.85	
2205801	2019-01-09	RE	3.31	
2221109	2019-01-24	MT	2.93	
2218732	2019-01-01	GY	4.07	
2220289	2019-01-07	IQ	2.26	
2209096	2019-01-03	DE	2.91	
2222991	2019-01-15	EC	4.02	
2203836	2019-01-23	NR	4.67	
2202292	2019-01-16	NI	2.88	
2217858	2019-01-14	MT	1.54	
2211413	2019-01-28	NI	4.49	
2217373	2019-01-05	GA	3.44	
2188861	2019-01-21	PE	2.14	
2220266	2019-01-10	SK	2.34	
2216409	2019-01-22	SG	1.12	
2216170	2019-01-19	IS	2.73	
2219926	2019-01-13	UA	3.46	
2182533	2019-01-28	BJ	3.16	
2219734	2019-01-01	NA	2.78	
2227621	2019-01-22	BM	3.23	
1790261	2019-01-03	KZ	1.43	
2227094	2019-01-04	AR	1.18	
2227892	2019-01-30	CD	3.41	
2227808	2019-01-12	WS	2.69	
2217504	2019-01-12	EE	1.21	
2228067	2019-01-13	RU	3.02	
2228089	2019-01-15	AI	2.98	
2218681	2019-01-21	TG	3.67	
2216470	2019-01-29	PF	2.21	
2194524	2019-01-19	AE	3.24	
2217547	2019-01-27	GP	3.48	
2214864	2019-01-17	TT	2.45	
2124302	2019-01-20	ME	4.08	
2188859	2019-01-03	MA	4.2	
2219974	2019-01-14	KR	4.35	
2170523	2019-01-27	HR	2.35	
2227800	2019-01-30	HU	5.29	
2210965	2019-01-15	VA	3.42	
2219369	2019-01-08	TF	2.59	
2182504	2019-01-25	NF	1.7	
2216240	2019-01-22	AQ	3.52	
2164153	2019-01-18	VI	1.62	
2214126	2019-01-13	MP	3.64	
2220292	2019-01-08	WS	2.72	
2227372	2019-01-24	UM	3.47	
2227881	2019-01-28	SS	3.25	
2212238	2019-01-17	IS	3.68	
2215427	2019-01-03	SG	3.79	
2219147	2019-01-10	RS	2.41	
2197317	2019-01-18	SH	1.67	
2182504	2019-01-25	MR	3.15	
2214126	2019-01-01	RU	2.3	
2205782	2019-01-25	AI	0.35	
2187996	2019-01-07	ET	2.24	
2227757	2019-01-01	AM	4.26	
2205892	2019-01-02	PY	4.17	
2203693	2019-01-19	CI	2.43	
2195436	2019-01-24	ST	2.51	
2227162	2019-01-10	SG	2.78	
2182132	2019-01-22	HR	2.49	
2127862	2019-01-02	TH	1.34	
2206123	2019-01-24	CC	3.04	
2213149	2019-01-14	HM	2.02	
2219519	2019-01-25	TC	2.45	
2202429	2019-01-02	SC	3.86	
2222973	2019-01-13	LK	2.43	
2216471	2019-01-25	MS	2.68	
2181005	2019-01-17	BA	4.06	
2217108	2019-01-13	BR	4.66	
2209535	2019-01-28	RO	1.38	
2227808	2019-01-12	UM	3.45	
2218772	2019-01-24	TW	4.61	
2195435	2019-01-28	GP	5.74	
2194069	2019-01-07	IO	3.28	
2227845	2019-01-24	YE	2.61	
2206123	2019-01-24	BM	2.94	
2222057	2019-01-08	MM	1.79	
2194420	2019-01-31	VC	3.75	
2217409	2019-01-18	SS	3.07	
2219063	2019-01-07	NR	2.17	
2215473	2019-01-01	DJ	4.56	
2222693	2019-01-08	TO	3.8	
2205280	2019-01-09	IR	4.81	
2214864	2019-01-29	NO	4.0	
2189902	2019-01-28	GY	2.67	
2223019	2019-01-09	AD	3.83	
2211605	2019-01-04	VG	1.6	
2210314	2019-01-19	ER	2.08	
2156665	2019-01-13	NR	1.68	
2221086	2019-01-27	KY	2.2	
2228132	2019-01-07	VI	3.34	
2213350	2019-01-08	ZW	3.83	
2227054	2019-01-12	JO	3.8	
2223345	2019-01-18	IQ	1.41	
2218086	2019-01-21	BJ	3.62	
2201261	2019-01-25	SD	3.53	
2227886	2019-01-12	FJ	3.4	
2227859	2019-01-30	BT	2.25	
2219970	2019-01-14	SN	0.82	
2227729	2019-01-17	GD	4.46	
2150868	2019-01-09	VU	3.54	
2213368	2019-01-21	TG	3.26	
2217456	2019-01-12	IL	2.93	
2218355	2019-01-24	IM	3.66	
2220320	2019-01-03	MQ	3.86	
2227725	2019-01-29	SI	3.33	
2227638	2019-01-02	MX	4.62	
2227256	2019-01-05	PM	3.82	
2206124	2019-01-19	PE	4.3	
2221360	2019-01-16	BZ	3.66	
2222909	2019-01-06	BW	2.35	
2220257	2019-01-05	DM	3.56	
2213330	2019-01-27	BD	2.07	
2228043	2019-01-19	MX	2.64	
2223544	2019-01-07	TM	3.0	
2213630	2019-01-25	GY	4.32	
2224093	2019-01-06	IE	2.71	
2213062	2019-01-20	IQ	4.54	
2222231	2019-01-21	IL	3.98	
2222566	2019-01-01	GG	2.26	
2205848	2019-01-13	PN	4.41	
2217240	2019-01-18	BW	1.54	
2223629	2019-01-11	CU	2.76	
2224098	2019-01-26	BO	4.24	
2214100	2019-01-28	AQ	3.7	
2218568	2019-01-25	SX	3.58	
2169344	2019-01-31	AO	2.88	
2216821	2019-01-20	MN	2.87	
2160991	2019-01-25	MD	2.86	
2215545	2019-01-18	ME	3.58	
2210965	2019-01-03	SZ	3.13	
2220261	2019-01-02	LK	2.73	
2181005	2019-01-29	MF	2.02	
2219422	2019-01-31	AT	5.32	
2216315	2019-01-26	TD	2.88	
2218993	2019-01-15	LK	1.77	
2205280	2019-01-10	KZ	4.98	
2227267	2019-01-18	DJ	4.19	
2223233	2019-01-08	VC	2.77	
2169835	2019-01-21	IL	3.01	
2216259	2019-01-30	NG	2.51	
2218987	2019-01-09	VI	3.59	
2205936	2019-01-17	DZ	3.57	
2225376	2019-01-06	HT	1.47	
2217685	2019-01-12	NA	3.04	
2212270	2019-01-09	PS	3.79	
2227599	2019-01-31	TM	3.03	
2227771	2019-01-03	MT	1.5	
2180815	2019-01-06	UY	3.03	
2221105	2019-01-12	TG	5.08	
2215802	2019-01-25	IE	2.13	
2214741	2019-01-24	AQ	2.36	
2176986	2019-01-27	BD	2.35	
2219847	2019-01-18	TR	2.32	
2214437	2019-01-12	BJ	0.4	
2189394	2019-01-08	CO	2.92	
2221185	2019-01-15	US	2.74	
2201523	2019-01-27	SH	3.57	
2222133	2019-01-04	KW	3.94	
2215465	2019-01-23	SV	3.21	
2196682	2019-01-27	HT	1.62	
2217734	2019-01-20	MO	3.48	
2223614	2019-01-10	IM	2.49	
2217975	2019-01-16	UY	3.82	
2188585	2019-01-16	RU	2.1	
2202424	2019-01-31	PW	2.15	
2202407	2019-01-29	AL	2.31	
2187926	2019-01-28	MM	4.01	
2215334	2019-01-21	AX	3.26	
2217684	2019-01-16	CK	2.07	
2098958	2019-01-18	TH	3.82	
2205175	2019-01-23	SV	1.49	
2223746	2019-01-13	VE	1.33	
2190911	2019-01-27	KG	1.42	
2227588	2019-01-30	SD	2.13	
2211407	2019-01-23	MK	2.35	
2220292	2019-01-21	KH	3.69	
2228017	2019-01-08	CF	3.22	
2218884	2019-01-10	SD	2.21	
2218612	2019-01-06	IR	1.76	
2218182	2019-01-09	MG	2.86	
2170958	2019-01-08	CW	2.76	
2213098	2019-01-10	GW	3.38	
2218200	2019-01-11	PR	3.68	
2217744	2019-01-13	BJ	4.48	
2221105	2019-01-12	VG	5.74	
2219130	2019-01-29	CL	3.13	
2215523	2019-01-04	IN	3.3	
2184254	2019-01-13	DM	1.97	
2217498	2019-01-07	AO	2.43	
2218736	2019-01-01	DJ	3.72	
2184239	2019-01-03	MU	4.3	
2223730	2019-01-16	SC	3.11	
2217213	2019-01-06	VI	3.86	
2215086	2019-01-06	BA	3.62	
2223434	2019-01-18	GN	3.1	
2218450	2019-01-30	BM	3.92	
2213061	2019-01-24	VE	2.24	
2218669	2019-01-09	MN	3.15	
2221859	2019-01-25	MF	1.89	
2227109	2019-01-16	DE	4.81	
2217043	2019-01-21	BJ	3.01	
2164151	2019-01-27	IL	2.5	
2215857	2019-01-25	TV	2.47	
2171056	2019-01-15	BJ	3.26	
2211898	2019-01-02	AF	1.03	
2183272	2019-01-18	TZ	2.92	
2218883	2019-01-26	AR	4.05	
2205848	2019-01-13	LI	2.58	
2133950	2019-01-27	GA	3.06	
2216236	2019-01-07	JE	2.5	
2183272	2019-01-31	PK	2.85	
2218356	2019-01-20	NP	3.51	
2223342	2019-01-19	BQ	1.7	
2183603	2019-01-03	JE	2.27	
2217739	2019-01-27	MP	4.08	
2227901	2019-01-02	ME	3.55	
2223614	2019-01-09	PF	4.05	
2227605	2019-01-23	NI	2.45	
2218884	2019-01-09	TW	3.23	
2223526	2019-01-05	TN	0.96	
2217498	2019-01-07	BH	1.49	
2222570	2019-01-27	BL	3.37	
2216394	2019-01-10	ML	3.54	
2214826	2019-01-22	IE	1.17	
2227590	2019-01-16	AE	2.68	
2186065	2019-01-30	SG	2.81	
2222757	2019-01-17	FM	3.56	
2219019	2019-01-31	DZ	1.49	
2219367	2019-01-29	BR	2.57	
2197073	2019-01-31	FK	4.25	
2164155	2019-01-10	TW	1.7	
2228019	2019-01-24	SR	3.11	
2213638	2019-01-25	BE	4.13	
2227731	2019-01-23	GP	3.28	
2227049	2019-01-14	SZ	3.41	
2188863	2019-01-12	SR	2.37	
2218591	2019-01-25	MH	3.73	
2217739	2019-01-15	SC	4.99	
2219843	2019-01-18	SK	2.98	
1668304	2019-01-05	NA	4.04	
2223550	2019-01-25	LS	3.93	
2226913	2019-01-02	CK	1.96	
2227158	2019-01-25	DJ	3.2	
2214868	2019-01-30	AR	2.17	
2214681	2019-01-10	TW	1.46	
2219501	2019-01-01	TH	1.57	
2218142	2019-01-30	BS	1.79	
2219628	2019-01-06	SZ	2.37	
